# NICOPP Global Ocean Sediment Nitrogen Isotope Database
#----------------------------------------------------------------------- 
#               World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite original reference when using these data, 
# plus the Online Resource and date accessed.
#
#
# Online_Resource: http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:14114
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean/nicopp/nicopp-coretop-data.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Paleoceanography
#--------------------
# Contribution_Date
#	Date: 2013-03-12 
#--------------------
# Title
#	Study_Name: NICOPP Global Ocean Sediment Nitrogen Isotope Database
#--------------------
# Investigators
#	Investigators: Tesdal, J.-E.; Galbraith, E.D.; Kienast, M.
#--------------------
# Description_and_Notes
# 
# Nitrogen Cycle in the Ocean, Past and Present (NICOPP) database of global ocean marine sedimentary d15N measurements, 
# from both seafloor samples and subseafloor records.
#
# NICOPP is a joint working group of PAGES and IMAGES. NICOPP studies Nitrogen isotope (d15N) dynamics as recorded in 
# the sedimentary record in order to learn about the dynamics of the marine nutrient cycle in the Quaternary and the present. 
# For the seafloor compilation, d15N is given as point measurements along with the corresponding latitude and longitude. 
# Currently, it contains data from about 2,300 samples. The subseafloor compilation includes almost all bulk marine 
# sedimentary d15N records published in the literature. Along with the d15N measurements, we included the corresponding 
# sediment depth, a published age model (if available), nitrogen content (N%), total organic carbon content (Corg%), 
# and dry bulk density. There are currently about 140 d15N records included in the database. The timespans of the given 
# records range from a few hundred years to four million years.
#
# More information on NICOPP: http://www.pages-igbp.org/index.php/workinggroups/nicopp
#
#--------------------
# Publication
#	Authors: J.-E. Tesdal, E.D. Galbraith, and M. Kienast
#       Published_Date_or_YEAR: 2013-01-09
#	Published_Title: Nitrogen isotopes in bulk marine sediment: linking seafloor observations with subseafloor records
#	Journal_Name: Biogeosciences 
#	Volume: 10
#	Issue: 1
#	Pages: 101-118
#	DOI: 10.5194/bg-10-101-2013
#	Abstract: The stable isotopes of nitrogen offer a unique perspective on changes in the nitrogen cycle, past and present. However, the presence of multiple forms of nitrogen in marine sediments can complicate the interpretation of bulk nitrogen isotope measurements. Although the large-scale global patterns of seafloor d15N have been shown to match process-based expectations, small-scale heterogeneity on the seafloor, or alterations of isotopic signals during translation into the subseafloor record, could obscure the primary signals. Here, a public database of nitrogen isotope measurements is described, including both seafloor and subseafloor sediment samples ranging in age from modern to the Pliocene, and used to assess these uncertainties. In general, good agreement is observed between neighbouring seafloor sites within a 100 km radius, with 85% showing differences of < 1 per mil. There is also a good correlation between the d15N of the shallowest (< 5 ka) subseafloor sediments and neighbouring seafloor sites within a 100 km radius (R2 = 0.83), which suggests a reliable translation of sediments into the buried sediment record. Meanwhile, gradual d15N decreases over multiple glacial-interglacial cycles appear to reflect post-depositional alteration in records from the deep sea (below 2000 m). We suggest a simple conceptual model to explain these 100-kyr-timescale changes in well-oxygenated, slowly accumulating sediments, which calls on differential loss rates for pools of organic N with different d15N. We conclude that bulk sedimentary nitrogen isotope records are reliable monitors of past changes in the marine nitrogen cycle at most locations, and could be further improved with a better understanding of systematic post-depositional alteration. Furthermore, geochemical or environmental criteria should be developed in order to effectively identify problematic locations and to account for confounding influences where possible.
#
#---------------------
# Funding_Agency 
#	Funding_Agency_Name: 
#	Grant:  
#-------------------- 
# Site_Information 
#       Site_Name:  
#	Location:      
#	Country:  
#	Northernmost_Latitude:  
# 	Southernmost_Latitude:  
# 	Easternmost_Longitude:  
# 	Westernmost_Longitude:   
# 	Elevation:   m 
#------------------   
# Data_Collection  
#	Core_Name:  
#	First_Year:   
#	Last_Year:  
#	Time_Unit:   
#	Core_Length:    
#	Notes: 
#------------------
# Chronology 
#
# 
# 
#------------------
# Variables
# 
# End Description/Documentation (lines begin with #)
# Data lines follow (have no #)
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: material, error, units, anomaly, period, archive, detail, method, C or N for Character or Numeric data) 
# Data line format: tab-delimited text, variable short name as header
# 
## core_id	Core ID, , , , , , , , C
## water_depth_m	Water Depth, , , m, , , , , N
## lon 	Longitude, , , deg, , , , , N
## lat 	Latitude, , , deg, , , , , N
## d15N	delta N15, , , permil, , , , , N
## ocean	Ocean, , , , , , , , C
## reference	Author/Reference, , , , , , , , C
## tag	Acidified Tag, , , , , , , , C
#
#------------------
# Data:
# Missing_Values: NA
core_id		water_depth_m	lon	lat	d15N	ocean	reference	tag
SO95 GIK17935-2		3143	116.52667	18.87833	5.720	South China Sea	Kienast (2000)	
SO95 GIK17936-1		3809	117.12000	18.77000	5.650	South China Sea	Kienast (2000)	
SO95 GIK17937-1		3428	117.66667	19.50167	4.670	South China Sea	Kienast (2000)	
SO95 GIK17938-1		2835	117.53833	19.78667	4.790	South China Sea	Kienast (2000)	
SO95 GIK17939-1		2473	117.45500	19.97000	4.510	South China Sea	Kienast (2000)	
SO95 GIK17940-1		1728	117.38333	20.11667	4.260	South China Sea	Kienast (2000)	
SO95 GIK17941-1		2201	118.48167	21.51500	4.350	South China Sea	Kienast (2000)	
SO95 GIK17942-1		329	113.20167	19.33333	4.700	South China Sea	Kienast (2000)	
SO95 GIK17943-1		917	117.55333	18.95000	5.630	South China Sea	Kienast (2000)	
SO95 GIK17944-1		1219	113.63833	18.65833	5.940	South China Sea	Kienast (2000)	
SO95 GIK17945-1		2404	113.77667	18.12667	5.650	South China Sea	Kienast (2000)	
SO95 GIK17946-1		3465	114.25000	18.12500	5.530	South China Sea	Kienast (2000)	
SO95 GIK17947-2		3765	116.02833	18.46667	5.370	South China Sea	Kienast (2000)	
SO95 GIK17948-1		2841	114.89667	16.70833	5.890	South China Sea	Kienast (2000)	
SO95 GIK17949-1		2195	115.16667	17.34833	5.750	South China Sea	Kienast (2000)	
SO95 GIK17950-1		1868	112.89667	16.09333	5.590	South China Sea	Kienast (2000)	
SO95 GIK17951-1		2340	113.41000	16.28833	5.480	South China Sea	Kienast (2000)	
SO95 GIK17952-2		2882	114.47333	16.66667	5.620	South China Sea	Kienast (2000)	
SO95 GIK17953-2		4309	115.14333	14.59667	4.920	South China Sea	Kienast (2000)	
SO95 GIK17954-1		1517	111.52667	14.75833	5.930	South China Sea	Kienast (2000)	
SO95 GIK17955-1		2404	112.17667	14.12167	5.090	South China Sea	Kienast (2000)	
SO95 GIK17956-1		3387	112.58833	13.84833	5.840	South China Sea	Kienast (2000)	
SO95 GIK17957-1		2197	115.30500	10.89833	5.970	South China Sea	Kienast (2000)	
SO95 GIK17958-1		2581	115.08167	11.61833	5.810	South China Sea	Kienast (2000)	
SO95 GIK17959-1		1957	115.28667	11.13833	5.980	South China Sea	Kienast (2000)	
SO95 GIK17960-1		1707	115.55833	10.12000	6.480	South China Sea	Kienast (2000)	
SO95 GIK17961-1		1795	112.33167	8.50667	5.090	South China Sea	Kienast (2000)	
SO95 GIK17962-1		1970	112.08167	7.18167	5.460	South China Sea	Kienast (2000)	
SO95 GIK17963-2		1233	112.66667	6.16667	4.890	South China Sea	Kienast (2000)	
SO95 GIK17964-1		1556	112.21333	6.15833	4.900	South China Sea	Kienast (2000)	
SO95 GIK17965-1		889	112.55167	6.15667	5.270	South China Sea	Kienast (2000)	
W8709-08 PC		3111	232.32000	42.26000	8.340	Eastern Pacific	Kienast et al. (2002)	
W8709-13 PC		2712	234.25000	42.12000	6.540	Eastern Pacific	Kienast et al. (2002)	
MD 06-3067		1574	126.500	6.517	5.420	WEP	Kienast et al. (2008)	
MD 98-2181		2114	125.817	6.300	3.840	WEP	Kienast et al. (2008)	
1240		94	19.17950	74.81450	6.070	Arctic	Knies et al. (2007)	
1241		297	17.57567	74.81800	5.080	Arctic	Knies et al. (2007)	
1242		1297	13.33283	75.50300	6.030	Arctic	Knies et al. (2007)	
1243		333	16.59000	75.99917	5.300	Arctic	Knies et al. (2007)	
1244		96	19.16633	77.94917	4.560	Arctic	Knies et al. (2007)	
1245		180	19.13000	77.49950	5.060	Arctic	Knies et al. (2007)	
1246		153	19.44083	76.76833	4.690	Arctic	Knies et al. (2007)	
1249		156	15.25117	76.95100	4.860	Arctic	Knies et al. (2007)	
1250		228	15.75767	76.98400	4.760	Arctic	Knies et al. (2007)	
1251		115	14.91817	77.75050	4.500	Arctic	Knies et al. (2007)	
1254		76	16.58783	77.83483	4.360	Arctic	Knies et al. (2007)	
1255		83	15.18750	77.71983	4.630	Arctic	Knies et al. (2007)	
1258		43	15.69350	77.82867	3.940	Arctic	Knies et al. (2007)	
1260		162	14.20933	77.63350	5.000	Arctic	Knies et al. (2007)	
1261		1291	10.59733	77.38967	5.640	Arctic	Knies et al. (2007)	
1262		603	11.27167	77.35933	5.500	Arctic	Knies et al. (2007)	
1263		196	12.92783	77.19933	5.090	Arctic	Knies et al. (2007)	
1264		103	12.60483	77.53517	4.980	Arctic	Knies et al. (2007)	
1265		87	16.36583	78.36667	4.890	Arctic	Knies et al. (2007)	
1266		256	15.25850	78.36483	5.000	Arctic	Knies et al. (2007)	
1267		416	13.83350	78.15000	4.540	Arctic	Knies et al. (2007)	
1268		102	11.63783	78.62450	4.660	Arctic	Knies et al. (2007)	
1269		169	12.30450	78.36700	5.240	Arctic	Knies et al. (2007)	
1270		259	12.29983	78.08300	4.800	Arctic	Knies et al. (2007)	
1272		1400	8.82133	78.25250	5.460	Arctic	Knies et al. (2007)	
1273		600	9.31650	78.25217	4.470	Arctic	Knies et al. (2007)	
1274		430	9.39317	78.25000	4.450	Arctic	Knies et al. (2007)	
1275		297	10.20950	78.24950	4.320	Arctic	Knies et al. (2007)	
1276		131	10.33650	78.56700	4.750	Arctic	Knies et al. (2007)	
1277		404	9.43883	78.58183	4.670	Arctic	Knies et al. (2007)	
1278		601	9.02950	78.58350	4.810	Arctic	Knies et al. (2007)	
1279		1203	7.82350	78.60967	5.190	Arctic	Knies et al. (2007)	
1280		787	8.69583	78.60750	5.360	Arctic	Knies et al. (2007)	
1281		106	9.83017	78.71867	4.590	Arctic	Knies et al. (2007)	
1282		1400	6.81683	78.94783	5.540	Arctic	Knies et al. (2007)	
1284		604	8.43633	78.94933	4.910	Arctic	Knies et al. (2007)	
1285		91	9.62217	78.82417	4.370	Arctic	Knies et al. (2007)	
1286		159	11.33283	78.86733	4.740	Arctic	Knies et al. (2007)	
1287		364	11.76567	79.16817	5.170	Arctic	Knies et al. (2007)	
1288		308	11.82267	78.98050	4.890	Arctic	Knies et al. (2007)	
1289		319	10.83500	79.03300	4.330	Arctic	Knies et al. (2007)	
1290		250	9.62083	78.95000	4.690	Arctic	Knies et al. (2007)	
1292		80	9.32867	79.05800	4.710	Arctic	Knies et al. (2007)	
GeoB 1101-4		4567	349.02330	1.66330	7.400	S Atlantic	Lavik (unpublished)	
GeoB 1102-3		4779	351.41170	0.51500	8.500	S Atlantic	Lavik (unpublished)	
GeoB 1103-3		4321	350.73670	0.60170	8.600	S Atlantic	Lavik (unpublished)	
GeoB 1104-5		3724	349.29500	-1.16330	8.300	S Atlantic	Lavik (unpublished)	
GeoB 1105-3		3231	347.57167	-1.66500	8.800	S Atlantic	Lavik (unpublished)	
GeoB 1108-3		3875	350.13667	-2.17167	8.800	S Atlantic	Lavik (unpublished)	
GeoB 1115-4		2921	347.42000	-3.55830	8.900	S Atlantic	Lavik (unpublished)	
GeoB 1116-1		3471	346.81330	-3.62330	8.900	S Atlantic	Lavik (unpublished)	
GeoB 1117-3		3977	345.09670	-3.81670	9.500	S Atlantic	Lavik (unpublished)	
GeoB 1403-2		3692	348.28830	-1.19830	8.200	S Atlantic	Lavik (unpublished)	
GeoB 1406-1		4523	348.76500	3.15670	6.100	S Atlantic	Lavik (unpublished)	
GeoB 1407-7		3520	349.74667	-4.32833	9.700	S Atlantic	Lavik (unpublished)	
GeoB 1606-7		4451	348.09170	3.06500	6.600	S Atlantic	Lavik (unpublished)	
GeoB 1607-8 		4318	348.72670	1.80330	7.600	S Atlantic	Lavik (unpublished)	
GeoB 1608-9		4586	349.15500	-0.06000	8.200	S Atlantic	Lavik (unpublished)	
GeoB 1609-9		3908	349.89000	-2.18600	8.600	S Atlantic	Lavik (unpublished)	
GeoB 1612-9		3513	349.74700	-4.32100	9.100	S Atlantic	Lavik (unpublished)	
GeoB 1613-10		3560	350.48000	-5.85000	9.600	S Atlantic	Lavik (unpublished)	
GeoB 1903-1		3161	348.15667	-8.67650	9.500	S Atlantic	Lavik (unpublished)	
SU94-07S		3010	341.14167	21.19000	6.500	NE Atlantic	Martinez et al. (2000)	
SU94-09S		2002	341.74833	21.33000	5.000	NE Atlantic	Martinez et al. (2000)	
SU94-11S		1200	342.04500	21.48167	4.300	NE Atlantic	Martinez et al. (2000)	
ODP 1233		838	285.55020	-41.00020	8.813	Eastern Pacific	Martinez et al. (2006)	
OK92 2185		1750	146.01170	53.65830	8.333	Gulf of Alaska	Mix (unpublished)	
OK92 2221		1340	144.75170	54.97670	8.091	Gulf of Alaska	Mix (unpublished)	
OK92 2225		550	153.16670	55.20170	7.621	Gulf of Alaska	Mix (unpublished)	
SUSP5 004-004		190	212.86700	59.55000	5.233	Gulf of Alaska	Mix (unpublished)	
SUSP5 009-009		200	209.35000	58.60000	7.759	Gulf of Alaska	Mix (unpublished)	
SUSP5 012-012		130	208.43800	57.10700	7.634	Gulf of Alaska	Mix (unpublished)	
SUSP5 015-015		1590	206.05000	55.68700	4.629	Gulf of Alaska	Mix (unpublished)	
TT053 004-004		2575	223.56000	56.19200	7.152	Gulf of Alaska	Mix (unpublished)	
TT053 005-005		2997	221.89700	55.30000	8.601	Gulf of Alaska	Mix (unpublished)	
TT053 007-007		3139	222.10700	54.85300	7.632	Gulf of Alaska	Mix (unpublished)	
Y70-2-34		4575	205.21300	54.01000	6.907	Gulf of Alaska	Mix (unpublished)	
Y70-2-39		4019	213.59500	55.99800	5.984	Gulf of Alaska	Mix (unpublished)	
Y70-2-40		3827	216.12300	56.50300	6.634	Gulf of Alaska	Mix (unpublished)	
Y70-2-41		3384	218.94000	57.17000	6.409	Gulf of Alaska	Mix (unpublished)	
Y70-2-42		2912	221.61000	57.80200	7.682	Gulf of Alaska	Mix (unpublished)	
Y70-4-51		3650	216.33000	59.08300	5.916	Gulf of Alaska	Mix (unpublished)	
Y70-4-53			215.28300	57.53800	7.383	Gulf of Alaska	Mix (unpublished)	
Y70-4-54		3511	219.31200	56.08700	8.211	Gulf of Alaska	Mix (unpublished)	
Y70-4-56		3805	218.31000	53.02300	4.901	Gulf of Alaska	Mix (unpublished)	
Y70-4-59		3774	220.74300	50.38700	6.704	Gulf of Alaska	Mix (unpublished)	
Y70-4-60		3707	220.79700	51.63300	4.021	Gulf of Alaska	Mix (unpublished)	
Y70-4-61		3575	223.75000	51.15000	9.085	Gulf of Alaska	Mix (unpublished)	
Y70-5-63		3662	227.20000	50.47300	8.640	Gulf of Alaska	Mix (unpublished)	
M 40-4	65	831	25.56350	36.14550	5.200	Mediterranean	Mobius et al. (2010)	
M 40-4	66	560	25.90583	35.60017	4.100	Mediterranean	Mobius et al. (2010)	
M 40-4	67	2158	27.29617	34.81517	4.400	Mediterranean	Mobius et al. (2010)	
M 40-4	68	2120	27.27100	34.68917	3.600	Mediterranean	Mobius et al. (2010)	
M 40-4	69	2155	24.85767	33.85883	4.300	Mediterranean	Mobius et al. (2010)	
M 40-4	70	2105	24.70183	33.71367	4.500	Mediterranean	Mobius et al. (2010)	
M 40-4	71	2788	23.19383	34.81117	5.000	Mediterranean	Mobius et al. (2010)	
M 40-4	72	3133	19.89883	34.30250	5.500	Mediterranean	Mobius et al. (2010)	
M 40-4	73	832	18.97117	39.52833	4.200	Mediterranean	Mobius et al. (2010)	
M 40-4	74	911	18.99917	36.94633	4.000	Mediterranean	Mobius et al. (2010)	
M 40-4	75	1020	22.67050	35.81050	4.800	Mediterranean	Mobius et al. (2010)	
M 40-4	77	2721	16.29667	37.00933	4.100	Mediterranean	Mobius et al. (2010)	
M 40-4	80	1881	11.00400	40.95500	5.400	Mediterranean	Mobius et al. (2010)	
M 40-4	82	1075	3.77333	42.30867	3.900	Mediterranean	Mobius et al. (2010)	
M 40-4	84	812	3.68900	42.42833	3.302	Mediterranean	Mobius et al. (2010)	
M 40-4	90	961	-2.63700	36.07000	5.600	Mediterranean	Mobius et al. (2010)	
M 40-4	91	1104	-4.31667	36.20000	5.400	Mediterranean	Mobius et al. (2010)	
M 40-4	76-2	3525	21.47150	35.23050	3.800	Mediterranean	Mobius et al. (2010)	
M 40-4	76-4	3363	21.49933	35.22933	4.500	Mediterranean	Mobius et al. (2010)	
M 40-4	77B	2517	16.15633	37.00350	4.700	Mediterranean	Mobius et al. (2010)	
M 40-4	78-2	468	13.18967	37.03617	4.600	Mediterranean	Mobius et al. (2010)	
M 40-4	79-3	3411	12.10733	40.35800	5.300	Mediterranean	Mobius et al. (2010)	
M 40-4	81-3	1230	3.91633	42.30383	4.100	Mediterranean	Mobius et al. (2010)	
M 40-4	85-4	721	3.02233	41.35017	4.000	Mediterranean	Mobius et al. (2010)	
M 40-4	86-2	1270	2.83317	41.20567	4.200	Mediterranean	Mobius et al. (2010)	
M 40-4	87-6	1896	4.02300	38.98800	5.400	Mediterranean	Mobius et al. (2010)	
M 40-4	88-2	2446	4.60267	38.93767	5.500	Mediterranean	Mobius et al. (2010)	
M 40-4	89-3	2782	5.33783	38.75033	5.100	Mediterranean	Mobius et al. (2010)	
M 51-3	560	989	14.10330	35.85450	4.740	Mediterranean	Mobius et al. (2010)	
M 51-3	561	485	12.99150	35.79820	5.160	Mediterranean	Mobius et al. (2010)	
M 51-3	562	1390	19.19100	32.77430	4.980	Mediterranean	Mobius et al. (2010)	
M 51-3	563	1881	23.49920	33.71780	4.460	Mediterranean	Mobius et al. (2010)	
M 51-3	564	1476	23.62680	32.99950	4.860	Mediterranean	Mobius et al. (2010)	
M 51-3	565	1049	23.74420	34.92000	3.920	Mediterranean	Mobius et al. (2010)	
M 51-3	566	1338	25.66600	34.46630	3.720	Mediterranean	Mobius et al. (2010)	
M 51-3	569	1294	32.57600	33.45220	3.500	Mediterranean	Mobius et al. (2010)	
M 51-3	570	2064	32.99130	33.53050	4.700	Mediterranean	Mobius et al. (2010)	
M 51-3	571	1465	34.10300	32.64780	4.400	Mediterranean	Mobius et al. (2010)	
M 51-3	572	892	34.65033	32.74200	4.860	Mediterranean	Mobius et al. (2010)	
M 51-3	573	2007	33.91550	34.30430	5.340	Mediterranean	Mobius et al. (2010)	
M 51-3	574	1171	33.86280	34.44650	3.730	Mediterranean	Mobius et al. (2010)	
M 51-3	575	2335	31.78620	34.52720	4.230	Mediterranean	Mobius et al. (2010)	
M 51-3	576	1277	30.46100	35.57350	3.770	Mediterranean	Mobius et al. (2010)	
M 51-3	577	4284	28.55170	35.91150	3.630	Mediterranean	Mobius et al. (2010)	
M 51-3	578	1366	27.57550	35.49470	3.780	Mediterranean	Mobius et al. (2010)	
M 51-3	579	1736	27.92070	35.76200	2.219	Mediterranean	Mobius et al. (2010)	
M 51-3	580	726	27.55300	35.75320	3.980	Mediterranean	Mobius et al. (2010)	
M 51-3	581	670	27.55300	36.41567	3.810	Mediterranean	Mobius et al. (2010)	
M 51-3	582	1495	26.58333	35.66183	4.400	Mediterranean	Mobius et al. (2010)	
M 51-3	584	1836	25.17317	35.86333	4.590	Mediterranean	Mobius et al. (2010)	
M 51-3	585	709	25.92883	36.66017	3.570	Mediterranean	Mobius et al. (2010)	
M 51-3	586	423	25.96567	36.57200	3.760	Mediterranean	Mobius et al. (2010)	
M 51-3	589	583	26.58767	36.75383	3.450	Mediterranean	Mobius et al. (2010)	
M 51-3	590	580	26.19230	37.27370	3.350	Mediterranean	Mobius et al. (2010)	
M 51-3	592	1148	26.26333	37.79433	4.020	Mediterranean	Mobius et al. (2010)	
M 51-3	594	991	26.21850	37.90250	4.360	Mediterranean	Mobius et al. (2010)	
M 51-3	596	884	24.75330	38.95480	3.900	Mediterranean	Mobius et al. (2010)	
M 51-3	599	1091	24.09583	39.75383	5.410	Mediterranean	Mobius et al. (2010)	
M 51-3	601	977	24.61120	40.08880	4.300	Mediterranean	Mobius et al. (2010)	
M 51-3	602	1466	25.24000	40.21700	3.850	Mediterranean	Mobius et al. (2010)	
M 51-3	604	552	27.78830	40.83930	4.700	Mediterranean	Mobius et al. (2010)	
M 71-3	H 01	2121	23.00000	35.75000	4.730	Mediterranean	Mobius et al. (2010)	
M 71-3	H 02	3005	21.00000	35.75000	4.960	Mediterranean	Mobius et al. (2010)	
M 71-3	H 04	3747	16.00000	35.91700	4.800	Mediterranean	Mobius et al. (2010)	
M 71-3	H 11	1032	19.33300	39.28300	4.600	Mediterranean	Mobius et al. (2010)	
M 71-3	H 12	1459	19.74983	38.83317	3.980	Mediterranean	Mobius et al. (2010)	
M 71-3	Her 01	2498	27.74100	33.92400	4.010	Mediterranean	Mobius et al. (2010)	
M 71-3	Her 03	3084	29.00000	33.66700	4.960	Mediterranean	Mobius et al. (2010)	
M 71-3	Ier 01	3621	26.19200	34.44200	3.930	Mediterranean	Mobius et al. (2010)	
M 71-3	Rho 02	1304	27.70100	35.61900	4.300	Mediterranean	Mobius et al. (2010)	
M52-2	GeoB 7704	1038	33.62500	32.08833	4.640	Mediterranean	Mobius et al. (2010)	
M52-2	GeoB 7705	1184	33.29833	32.41833	3.700	Mediterranean	Mobius et al. (2010)	
M52-2	GeoB 7706	240	34.11500	31.60667	4.240	Mediterranean	Mobius et al. (2010)	
M52-2	GeoB 7714	894	32.46333	32.24167	4.140	Mediterranean	Mobius et al. (2010)	
M52-2	GeoB 7718	1510	32.37333	32.84333	3.510	Mediterranean	Mobius et al. (2010)	
M52-2	GeoB 7720	1631	30.21333	32.40833	4.200	Mediterranean	Mobius et al. (2010)	
M52-2	GeoB 7723	2216	29.75667	32.19500	4.420	Mediterranean	Mobius et al. (2010)	
M52-2	GeoB 7725	1413	29.44167	32.41333	3.420	Mediterranean	Mobius et al. (2010)	
P 339	107-01	1187	17.46683	40.00000	4.125	Mediterranean	Mobius et al. (2010)	
P 339	107-02	910	17.58583	40.00017	4.064	Mediterranean	Mobius et al. (2010)	
P 339	107-03	273	17.74133	40.00000	4.203	Mediterranean	Mobius et al. (2010)	
P 339	107-04	215	17.83333	40.00000	4.024	Mediterranean	Mobius et al. (2010)	
P 339	107-05	124	17.91267	39.85333	4.139	Mediterranean	Mobius et al. (2010)	
P 339	107-06	214	17.83350	39.82517	4.089	Mediterranean	Mobius et al. (2010)	
P 339	107-07	1599	17.58333	39.78333	4.310	Mediterranean	Mobius et al. (2010)	
P 339	107-08	682	17.73317	39.80833	4.436	Mediterranean	Mobius et al. (2010)	
P 339	107-10	2036	17.68333	39.59167	5.099	Mediterranean	Mobius et al. (2010)	
P 339	107-11	1045	17.79983	39.68333	5.328	Mediterranean	Mobius et al. (2010)	
P 339	107-12	614	17.86150	39.72650	4.265	Mediterranean	Mobius et al. (2010)	
P 339	107-13	123	18.28367	39.69183	4.813	Mediterranean	Mobius et al. (2010)	
P 339	107-14	202	18.28333	39.64017	5.106	Mediterranean	Mobius et al. (2010)	
P 339	107-15	693	18.28300	39.55850	5.080	Mediterranean	Mobius et al. (2010)	
P 339	107-16	1325	18.28350	39.34500	5.462	Mediterranean	Mobius et al. (2010)	
P 339	107-17	92	18.08000	39.74183	4.914	Mediterranean	Mobius et al. (2010)	
P 339	107-18	214	18.05800	39.69283	4.493	Mediterranean	Mobius et al. (2010)	
P 339	107-19	612	18.04167	39.60333	4.641	Mediterranean	Mobius et al. (2010)	
P 339	107-20	1384	17.97883	39.50683	5.161	Mediterranean	Mobius et al. (2010)	
P 339	107-21	200	16.76667	42.16667	5.243	Mediterranean	Mobius et al. (2010)	
P 339	107-22	138	16.50000	42.16650	4.856	Mediterranean	Mobius et al. (2010)	
P 339	107-23	110	15.99983	42.16667	4.672	Mediterranean	Mobius et al. (2010)	
P 339	107-24	45	16.21650	42.00005	6.676	Mediterranean	Mobius et al. (2010)	
P 339	107-25	94	16.21650	42.00005	4.582	Mediterranean	Mobius et al. (2010)	
P 339	107-27	97	16.61667	41.80050	4.150	Mediterranean	Mobius et al. (2010)	
P 339	107-28	191	16.85833	41.78333	6.190	Mediterranean	Mobius et al. (2010)	
P 339	107-29	708	17.19117	41.64650	4.021	Mediterranean	Mobius et al. (2010)	
P 339	107-30	179	17.05000	41.49983	4.645	Mediterranean	Mobius et al. (2010)	
P 339	107-31	93	16.65817	41.49967	3.468	Mediterranean	Mobius et al. (2010)	
P 339	107-32	46.5	16.40750	41.50000	3.902	Mediterranean	Mobius et al. (2010)	
P 339	107-33	18.3	16.22433	41.50017	4.688	Mediterranean	Mobius et al. (2010)	
P 339	107-34	13.8	16.24150	41.66667	5.412	Mediterranean	Mobius et al. (2010)	
P 339	107-35	730	17.30833	41.50017	4.145	Mediterranean	Mobius et al. (2010)	
P 339	107-38	108	18.29983	40.54583	4.383	Mediterranean	Mobius et al. (2010)	
P 339	107-39	561	18.64167	40.50000	4.289	Mediterranean	Mobius et al. (2010)	
P 339	107-41	286	18.66650	40.23350	4.010	Mediterranean	Mobius et al. (2010)	
P 339	107-42	595	18.77650	39.71500	4.598	Mediterranean	Mobius et al. (2010)	
P 339	107-44	113	18.59983	39.85000	4.423	Mediterranean	Mobius et al. (2010)	
P 339	107-46	153	16.75833	39.90833	4.344	Mediterranean	Mobius et al. (2010)	
P 339	107-47	242	16.97483	39.72483	4.503	Mediterranean	Mobius et al. (2010)	
P 339	107-48	284	17.05000	39.66650	4.522	Mediterranean	Mobius et al. (2010)	
P 339	107-49	275	17.18317	39.60017	4.908	Mediterranean	Mobius et al. (2010)	
112-680B		273	281.92200	-11.06500	5.570	Eastern Pacific	Mollier-Vogel et al. (2012)	
Cr_Crio_E1		49	282.77800	-12.03200	9.950	Eastern Pacific	Mollier-Vogel et al. (2012)	
Cr_Crio_E2		94	282.51300	-12.04800	8.320	Eastern Pacific	Mollier-Vogel et al. (2012)	
Cr_Crio_E3		117	282.71600	-12.04700	9.730	Eastern Pacific	Mollier-Vogel et al. (2012)	
Cr_Crio_E4		143	282.34900	-12.04100	7.190	Eastern Pacific	Mollier-Vogel et al. (2012)	
Cr_Crio_E5		177	282.62600	-12.04100	9.130	Eastern Pacific	Mollier-Vogel et al. (2012)	
G10_MUC9		312	283.60200	-14.38000	8.790	Eastern Pacific	Mollier-Vogel et al. (2012)	
G11_MUC10		1014	283.39400	-14.24000	6.520	Eastern Pacific	Mollier-Vogel et al. (2012)	
G14_MUC16		396	283.57300	-14.39400	7.450	Eastern Pacific	Mollier-Vogel et al. (2012)	
G15_MUC29		742	283.19500	-13.87200	6.200	Eastern Pacific	Mollier-Vogel et al. (2012)	
G16_B-II		2367	283.21000	-14.27700	6.120	Eastern Pacific	Mollier-Vogel et al. (2012)	
G23_MUC43		138	282.50000	-12.00000	8.660	Eastern Pacific	Mollier-Vogel et al. (2012)	
G24_MUC46		272	281.91600	-11.06800	6.830	Eastern Pacific	Mollier-Vogel et al. (2012)	
G24_MUC46		272	281.91600	-11.06800	6.830	Eastern Pacific	Mollier-Vogel et al. (2012)	
G28_RL07-2		237	278.58400	-5.25600	4.790	Eastern Pacific	Mollier-Vogel et al. (2012)	
G28_RL07-2		237	278.58400	-5.25600	4.790	Eastern Pacific	Mollier-Vogel et al. (2012)	
KK740109_1			288.40000	-17.98000	9.890	Eastern Pacific	Mollier-Vogel et al. (2012)	
KK740109_2			289.43000	-18.91000	10.370	Eastern Pacific	Mollier-Vogel et al. (2012)	
KK740905			289.42000	-18.92000	9.880	Eastern Pacific	Mollier-Vogel et al. (2012)	
